"id" "day" "beep" "obs" "StressEvents" "Valence"
34 2 7 17 0 5
34 2 8 18 1 6
34 2 9 19 3 5
34 2 10 20 1 5
34 3 1 21 1 5
34 3 2 22 1 6
34 3 3 23 0 5
34 3 4 24 0 5
34 3 5 25 1 5
34 3 6 26 2 6
34 3 7 27 0 5
34 3 8 28 0 6
34 3 9 29 0 6
34 3 10 30 1 5
34 4 1 31 1 6
34 4 2 32 0 5
34 4 3 33 0 5
34 4 4 34 0 5
34 4 5 35 0 5
34 4 6 36 0 5
34 4 7 37 1 4
34 4 8 38 0 4
34 4 9 39 0 5
34 4 10 40 0 5
34 5 1 41 0 5
34 5 2 42 1 4
34 5 3 43 0 7
34 5 4 44 0 5
34 5 5 45 2 6
34 5 6 46 1 6
34 5 7 47 0 5
34 5 8 48 1 5
34 5 9 49 0 4
34 5 10 50 1 6
34 6 1 51 0 6
34 6 2 52 0 4
34 6 3 53 2 4
34 6 4 54 1 6
34 6 5 55 0 4
34 6 6 56 3 6
34 6 7 57 1 5
34 6 8 58 0 4
34 6 9 59 0 5
34 6 10 60 0 5
34 7 1 61 0 3
34 7 2 62 0 5
34 7 3 63 0 5
34 7 4 64 0 4
34 7 5 65 1 5
34 7 6 66 0 6
34 7 7 67 0 6
34 7 8 68 1 3
34 7 9 69 0 6
34 7 10 70 0 4
35 1 1 1 0 6
35 1 2 2 0 5
35 1 3 3 0 6
35 1 4 4 0 4
35 1 5 5 0 5
35 1 6 6 0 5
35 1 7 7 1 6
35 1 8 8 0 5
35 1 9 9 0 6
35 1 10 10 0 5
35 2 1 11 0 5
35 2 2 12 0 5
35 2 3 13 0 4
35 2 4 14 0 5
35 2 5 15 0 6
35 2 6 16 0 6
35 2 7 17 0 6
35 2 8 18 1 5
35 2 9 19 0 5
35 2 10 20 0 5
35 3 1 21 0 4
35 3 2 22 1 5
35 3 3 23 1 4
35 3 4 24 2 4
35 3 5 25 0 6
35 3 6 26 0 5
35 3 7 27 0 5
35 3 8 28 0 4
35 3 9 29 2 5
35 3 10 30 1 5
35 4 1 31 0 5
35 4 2 32 0 4
35 4 3 33 2 6
35 4 4 34 0 6
35 4 5 35 0 5
35 4 6 36 1 5
35 4 7 37 0 5
35 4 8 38 0 5
35 4 9 39 0 5
35 4 10 40 1 5
35 5 1 41 1 5
35 5 2 42 0 5
35 5 3 43 0 6
35 5 4 44 0 5
35 5 5 45 0 4
35 5 6 46 1 5
35 5 7 47 0 5
35 5 8 48 0 6
35 5 9 49 0 5
35 5 10 50 0 4
35 6 1 51 0 5
35 6 2 52 1 4
35 6 3 53 0 4
35 6 4 54 0 4
35 6 5 55 0 4
35 6 6 56 0 6
35 6 7 57 0 4
35 6 8 58 1 5
35 6 9 59 0 5
35 6 10 60 1 6
35 7 1 61 0 5
35 7 2 62 0 4
35 7 3 63 0 5
35 7 4 64 0 4
35 7 5 65 0 6
35 7 6 66 2 3
35 7 7 67 0 5
35 7 8 68 0 4
35 7 9 69 0 4
35 7 10 70 0 5
36 1 1 1 1 6
36 1 2 2 0 6
36 1 3 3 0 5
36 1 4 4 0 5
36 1 5 5 0 5
36 1 6 6 0 5
36 1 7 7 2 3
36 1 8 8 0 5
36 1 9 9 0 5
36 1 10 10 0 4
36 2 1 11 0 4
36 2 2 12 0 5
36 2 3 13 2 4
36 2 4 14 0 5
36 2 5 15 1 4
36 2 6 16 0 5
36 2 7 17 0 5
36 2 8 18 0 5
36 2 9 19 0 4
36 2 10 20 0 5
36 3 1 21 0 5
36 3 2 22 2 4
36 3 3 23 1 4
36 3 4 24 0 5
36 3 5 25 0 5
36 3 6 26 3 5
36 3 7 27 0 6
36 3 8 28 0 5
36 3 9 29 0 6
36 3 10 30 1 5
36 4 1 31 0 6
36 4 2 32 0 5
36 4 3 33 0 4
36 4 4 34 0 5
36 4 5 35 1 4
36 4 6 36 0 6
36 4 7 37 1 5
36 4 8 38 2 5
36 4 9 39 0 5
36 4 10 40 0 4
36 5 1 41 1 6
36 5 2 42 1 6
36 5 3 43 0 5
36 5 4 44 0 5
36 5 5 45 1 6
36 5 6 46 1 5
36 5 7 47 0 6
36 5 8 48 0 6
36 5 9 49 0 5
36 5 10 50 1 5
36 6 1 51 1 5
36 6 2 52 1 5
36 6 3 53 0 5
36 6 4 54 0 6
36 6 5 55 0 3
36 6 6 56 1 5
36 6 7 57 0 5
36 6 8 58 0 4
36 6 9 59 1 6
36 6 10 60 0 5
36 7 1 61 0 4
36 7 2 62 0 4
36 7 3 63 0 6
36 7 4 64 1 6
36 7 5 65 0 5
36 7 6 66 2 5
36 7 7 67 0 4
36 7 8 68 0 6
36 7 9 69 0 6
36 7 10 70 2 3
37 1 1 1 0 5
37 1 2 2 2 5
37 1 3 3 1 4
37 1 4 4 0 5
37 1 5 5 0 4
37 1 6 6 0 5
37 1 7 7 0 5
37 1 8 8 1 6
37 1 9 9 0 5
37 1 10 10 0 6
37 2 1 11 0 5
37 2 2 12 1 3
37 2 3 13 0 5
37 2 4 14 0 5
37 2 5 15 0 5
37 2 6 16 1 6
37 2 7 17 0 6
37 2 8 18 0 5
37 2 9 19 0 5
37 2 10 20 0 5
37 3 1 21 0 5
37 3 2 22 0 5
37 3 3 23 0 6
37 3 4 24 0 5
37 3 5 25 0 4
37 3 6 26 0 7
37 3 7 27 0 5
37 3 8 28 0 4
37 3 9 29 0 6
37 3 10 30 1 5
37 4 1 31 0 6
37 4 2 32 0 5
37 4 3 33 0 5
37 4 4 34 0 5
37 4 5 35 0 5
37 4 6 36 0 5
37 4 7 37 0 5
37 4 8 38 0 5
37 4 9 39 1 5
37 4 10 40 1 5
37 5 1 41 1 5
37 5 2 42 0 4
37 5 3 43 1 4
37 5 4 44 0 6
37 5 5 45 0 5
37 5 6 46 0 5
37 5 7 47 0 5
37 5 8 48 0 6
37 5 9 49 0 5
37 5 10 50 0 5
37 6 1 51 0 5
37 6 2 52 0 5
37 6 3 53 0 5
37 6 4 54 1 5
37 6 5 55 1 6
37 6 6 56 2 4
37 6 7 57 0 5
37 6 8 58 0 5
37 6 9 59 0 4
37 6 10 60 0 6
37 7 1 61 0 5
37 7 2 62 0 4
37 7 3 63 0 5
37 7 4 64 0 4
37 7 5 65 0 6
37 7 6 66 0 7
37 7 7 67 0 5
37 7 8 68 0 5
37 7 9 69 0 5
37 7 10 70 1 7
38 1 1 1 0 3
38 1 2 2 0 5
38 1 3 3 0 4
38 1 4 4 0 5
38 1 5 5 1 5
38 1 6 6 0 4
38 1 7 7 0 6
38 1 8 8 0 5
38 1 9 9 1 7
38 1 10 10 0 6
38 2 1 11 0 4
38 2 2 12 1 4
38 2 3 13 0 5
38 2 4 14 1 5
38 2 5 15 1 5
38 2 6 16 0 6
38 2 7 17 3 5
38 2 8 18 0 5
38 2 9 19 0 5
38 2 10 20 0 4
38 3 1 21 0 5
38 3 2 22 0 6
38 3 3 23 0 5
38 3 4 24 1 6
38 3 5 25 0 7
38 3 6 26 1 6
38 3 7 27 0 5
38 3 8 28 1 5
38 3 9 29 1 5
38 3 10 30 0 5
38 4 1 31 0 5
38 4 2 32 1 5
38 4 3 33 1 4
38 4 4 34 0 6
38 4 5 35 1 5
38 4 6 36 2 5
38 4 7 37 0 5
38 4 8 38 0 5
38 4 9 39 1 6
38 4 10 40 0 4
38 5 1 41 1 7
38 5 2 42 0 4
38 5 3 43 0 5
38 5 4 44 0 4
38 5 5 45 0 5
38 5 6 46 0 6
38 5 7 47 0 5
38 5 8 48 0 5
38 5 9 49 1 5
38 5 10 50 0 4
38 6 1 51 3 4
38 6 2 52 1 5
38 6 3 53 0 5
38 6 4 54 2 6
38 6 5 55 1 5
38 6 6 56 1 5
38 6 7 57 2 5
38 6 8 58 1 5
38 6 9 59 0 6
38 6 10 60 3 4
38 7 1 61 0 5
38 7 2 62 0 5
38 7 3 63 3 4
38 7 4 64 1 4
38 7 5 65 0 5
38 7 6 66 1 5
38 7 7 67 0 6
38 7 8 68 0 5
38 7 9 69 1 6
38 7 10 70 2 4
39 1 1 1 0 4
39 1 2 2 1 4
39 1 3 3 0 6
39 1 4 4 1 5
39 1 5 5 0 5
39 1 6 6 0 5
39 1 7 7 0 6
39 1 8 8 0 6
39 1 9 9 0 4
39 1 10 10 0 4
39 2 1 11 2 6
39 2 2 12 0 5
39 2 3 13 0 5
39 2 4 14 0 5
39 2 5 15 1 4
39 2 6 16 0 5
39 2 7 17 0 5
39 2 8 18 0 5
39 2 9 19 0 4
39 2 10 20 0 6
39 3 1 21 0 6
39 3 2 22 0 4
39 3 3 23 1 5
39 3 4 24 0 6
39 3 5 25 1 6
39 3 6 26 0 5
39 3 7 27 0 4
39 3 8 28 0 5
39 3 9 29 0 4
39 3 10 30 1 4
39 4 1 31 1 6
39 4 2 32 0 4
39 4 3 33 0 4
39 4 4 34 1 5
39 4 5 35 0 5
39 4 6 36 1 4
39 4 7 37 1 5
39 4 8 38 0 4
39 4 9 39 1 5
39 4 10 40 1 5
39 5 1 41 0 5
39 5 2 42 1 5
39 5 3 43 0 5
39 5 4 44 0 6
39 5 5 45 0 5
39 5 6 46 1 5
39 5 7 47 1 5
39 5 8 48 0 5
39 5 9 49 0 6
39 5 10 50 1 5
39 6 1 51 0 5
39 6 2 52 0 6
39 6 3 53 0 5
39 6 4 54 0 6
39 6 5 55 0 5
39 6 6 56 0 6
39 6 7 57 1 5
39 6 8 58 0 4
39 6 9 59 0 6
39 6 10 60 0 6
39 7 1 61 2 5
39 7 2 62 0 5
39 7 3 63 0 5
39 7 4 64 0 6
39 7 5 65 1 4
39 7 6 66 0 4
39 7 7 67 0 4
39 7 8 68 0 6
39 7 9 69 0 5
39 7 10 70 0 5
40 1 1 1 1 6
40 1 2 2 0 5
40 1 3 3 2 6
40 1 4 4 0 4
40 1 5 5 0 6
40 1 6 6 1 5
40 1 7 7 0 5
40 1 8 8 1 5
40 1 9 9 0 6
40 1 10 10 0 6
40 2 1 11 0 4
40 2 2 12 0 7
40 2 3 13 0 7
40 2 4 14 0 5
40 2 5 15 2 5
40 2 6 16 1 5
40 2 7 17 0 5
40 2 8 18 1 6
40 2 9 19 0 5
40 2 10 20 1 5
40 3 1 21 1 6
40 3 2 22 1 3
40 3 3 23 0 5
40 3 4 24 0 5
40 3 5 25 1 4
40 3 6 26 1 6
40 3 7 27 0 5
40 3 8 28 2 5
40 3 9 29 0 6
40 3 10 30 0 6
40 4 1 31 0 5
40 4 2 32 0 5
40 4 3 33 3 4
40 4 4 34 0 5
40 4 5 35 2 7
40 4 6 36 1 5
40 4 7 37 0 6
40 4 8 38 0 5
40 4 9 39 2 5
40 4 10 40 3 5
40 5 1 41 0 6
40 5 2 42 0 5
40 5 3 43 0 4
40 5 4 44 0 6
40 5 5 45 0 5
40 5 6 46 0 6
40 5 7 47 0 5
40 5 8 48 0 6
40 5 9 49 0 5
40 5 10 50 1 5
40 6 1 51 1 6
40 6 2 52 1 5
40 6 3 53 0 6
40 6 4 54 1 5
40 6 5 55 0 4
40 6 6 56 0 5
40 6 7 57 5 4
40 6 8 58 0 3
40 6 9 59 0 5
40 6 10 60 0 5
40 7 1 61 1 4
40 7 2 62 0 4
40 7 3 63 0 5
40 7 4 64 0 4
40 7 5 65 2 5
40 7 6 66 4 5
40 7 7 67 0 4
40 7 8 68 1 5
40 7 9 69 1 6
40 7 10 70 2 5
41 1 1 1 1 5
41 1 2 2 0 5
41 1 3 3 0 5
41 1 4 4 0 6
41 1 5 5 0 6
41 1 6 6 0 4
41 1 7 7 1 5
41 1 8 8 0 5
41 1 9 9 1 5
41 1 10 10 2 3
41 2 1 11 1 4
41 2 2 12 1 6
41 2 3 13 0 5
41 2 4 14 0 4
41 2 5 15 1 5
41 2 6 16 0 5
41 2 7 17 0 5
41 2 8 18 0 6
41 2 9 19 0 4
41 2 10 20 1 5
41 3 1 21 1 5
41 3 2 22 0 4
41 3 3 23 0 5
41 3 4 24 0 5
41 3 5 25 1 7
41 3 6 26 1 3
41 3 7 27 0 6
41 3 8 28 1 6
41 3 9 29 0 6
41 3 10 30 0 5
41 4 1 31 0 5
41 4 2 32 0 6
41 4 3 33 0 4
41 4 4 34 0 5
41 4 5 35 0 5
41 4 6 36 1 6
41 4 7 37 0 5
41 4 8 38 1 5
41 4 9 39 0 5
41 4 10 40 2 5
41 5 1 41 0 6
41 5 2 42 0 5
41 5 3 43 0 5
41 5 4 44 0 6
41 5 5 45 2 5
41 5 6 46 1 6
41 5 7 47 0 4
41 5 8 48 0 5
41 5 9 49 0 4
41 5 10 50 0 5
41 6 1 51 0 4
41 6 2 52 0 5
41 6 3 53 1 4
41 6 4 54 0 5
41 6 5 55 0 4
41 6 6 56 1 5
41 6 7 57 1 5
41 6 8 58 0 4
41 6 9 59 0 6
41 6 10 60 0 6
41 7 1 61 0 6
41 7 2 62 0 4
41 7 3 63 1 6
41 7 4 64 1 4
41 7 5 65 0 5
41 7 6 66 1 6
41 7 7 67 0 5
41 7 8 68 1 5
41 7 9 69 0 5
41 7 10 70 0 5
42 1 1 1 2 5
42 1 2 2 1 4
42 1 3 3 3 5
42 1 4 4 1 5
42 1 5 5 0 5
42 1 6 6 1 5
42 1 7 7 0 5
42 1 8 8 1 4
42 1 9 9 0 4
42 1 10 10 1 5
42 2 1 11 0 5
42 2 2 12 0 5
42 2 3 13 1 5
42 2 4 14 0 4
42 2 5 15 1 5
42 2 6 16 1 5
42 2 7 17 0 5
42 2 8 18 0 5
42 2 9 19 0 5
42 2 10 20 1 5
42 3 1 21 1 4
42 3 2 22 1 5
42 3 3 23 0 4
42 3 4 24 1 5
42 3 5 25 2 4
42 3 6 26 1 4
42 3 7 27 1 5
42 3 8 28 0 5
42 3 9 29 2 5
42 3 10 30 1 5
42 4 1 31 1 4
42 4 2 32 0 5
42 4 3 33 1 5
42 4 4 34 0 4
42 4 5 35 0 4
42 4 6 36 2 7
42 4 7 37 0 5
42 4 8 38 1 5
42 4 9 39 2 5
42 4 10 40 0 5
42 5 1 41 1 5
42 5 2 42 0 5
42 5 3 43 0 5
42 5 4 44 1 5
42 5 5 45 1 5
42 5 6 46 1 4
42 5 7 47 0 6
42 5 8 48 0 5
42 5 9 49 0 4
42 5 10 50 0 5
42 6 1 51 1 5
42 6 2 52 1 5
42 6 3 53 1 5
42 6 4 54 1 4
42 6 5 55 1 5
42 6 6 56 0 4
42 6 7 57 2 4
42 6 8 58 1 5
42 6 9 59 2 5
42 6 10 60 1 4
42 7 1 61 0 5
42 7 2 62 0 4
42 7 3 63 1 5
42 7 4 64 0 6
42 7 5 65 1 4
42 7 6 66 1 4
42 7 7 67 1 5
42 7 8 68 5 5
42 7 9 69 0 6
42 7 10 70 2 7
43 1 1 1 1 6
43 1 2 2 1 5
43 1 3 3 3 6
43 1 4 4 3 5
43 1 5 5 1 5
43 1 6 6 2 5
43 1 7 7 2 4
43 1 8 8 0 4
43 1 9 9 1 6
43 1 10 10 1 5
43 2 1 11 0 5
43 2 2 12 5 4
43 2 3 13 1 5
43 2 4 14 3 5
43 2 5 15 1 5
43 2 6 16 0 5
43 2 7 17 4 6
43 2 8 18 2 5
43 2 9 19 1 5
43 2 10 20 1 5
43 3 1 21 0 4
43 3 2 22 3 5
43 3 3 23 1 4
43 3 4 24 1 6
43 3 5 25 0 3
43 3 6 26 3 5
43 3 7 27 2 5
43 3 8 28 0 6
43 3 9 29 1 5
43 3 10 30 3 5
43 4 1 31 2 5
43 4 2 32 1 5
43 4 3 33 3 5
43 4 4 34 1 6
43 4 5 35 0 6
43 4 6 36 2 5
43 4 7 37 3 6
43 4 8 38 2 5
43 4 9 39 1 5
43 4 10 40 0 6
43 5 1 41 1 5
43 5 2 42 1 6
43 5 3 43 1 5
43 5 4 44 1 5
43 5 5 45 0 5
43 5 6 46 2 5
43 5 7 47 1 6
43 5 8 48 2 5
43 5 9 49 0 5
43 5 10 50 1 6
43 6 1 51 0 5
43 6 2 52 0 6
43 6 3 53 2 5
43 6 4 54 5 5
43 6 5 55 2 5
43 6 6 56 2 4
43 6 7 57 2 5
43 6 8 58 0 5
43 6 9 59 1 6
43 6 10 60 0 5
43 7 1 61 2 5
43 7 2 62 0 4
43 7 3 63 3 5
43 7 4 64 1 4
43 7 5 65 1 3
43 7 6 66 1 6
43 7 7 67 2 6
43 7 8 68 3 5
43 7 9 69 0 3
43 7 10 70 2 5
44 1 1 1 0 5
44 1 2 2 0 5
44 1 3 3 0 6
44 1 4 4 0 6
44 1 5 5 0 5
44 1 6 6 0 6
44 1 7 7 0 6
44 1 8 8 0 6
44 1 9 9 0 5
44 1 10 10 0 5
44 2 1 11 0 4
44 2 2 12 0 5
44 2 3 13 0 5
44 2 4 14 0 5
44 2 5 15 0 5
44 2 6 16 0 5
44 2 7 17 0 6
44 2 8 18 0 4
44 2 9 19 0 5
44 2 10 20 0 4
44 3 1 21 0 4
44 3 2 22 0 5
44 3 3 23 0 5
44 3 4 24 1 5
44 3 5 25 1 4
44 3 6 26 0 5
44 3 7 27 0 6
44 3 8 28 0 5
44 3 9 29 0 4
44 3 10 30 0 4
44 4 1 31 0 4
44 4 2 32 0 4
44 4 3 33 0 4
44 4 4 34 0 4
44 4 5 35 0 4
44 4 6 36 0 6
44 4 7 37 0 6
44 4 8 38 0 7
44 4 9 39 0 6
44 4 10 40 0 5
44 5 1 41 0 4
44 5 2 42 0 4
44 5 3 43 0 5
44 5 4 44 0 6
44 5 5 45 0 5
44 5 6 46 0 6
44 5 7 47 0 5
44 5 8 48 0 4
44 5 9 49 0 5
44 5 10 50 0 5
44 6 1 51 0 5
44 6 2 52 0 7
44 6 3 53 0 6
44 6 4 54 0 5
44 6 5 55 0 4
44 6 6 56 0 5
44 6 7 57 0 6
44 6 8 58 0 5
44 6 9 59 0 5
44 6 10 60 0 6
44 7 1 61 0 5
44 7 2 62 0 5
44 7 3 63 0 5
44 7 4 64 0 6
44 7 5 65 1 5
44 7 6 66 0 6
44 7 7 67 1 4
44 7 8 68 0 4
44 7 9 69 0 5
44 7 10 70 0 6
45 1 1 1 0 5
45 1 2 2 0 5
45 1 3 3 0 3
45 1 4 4 0 5
45 1 5 5 1 4
45 1 6 6 0 5
45 1 7 7 0 6
45 1 8 8 0 5
45 1 9 9 0 5
45 1 10 10 0 5
45 2 1 11 0 5
45 2 2 12 0 4
45 2 3 13 0 5
45 2 4 14 0 6
45 2 5 15 0 6
45 2 6 16 0 4
45 2 7 17 1 5
45 2 8 18 0 5
45 2 9 19 0 5
45 2 10 20 0 5
45 3 1 21 0 5
45 3 2 22 0 5
45 3 3 23 0 6
45 3 4 24 0 5
45 3 5 25 0 5
45 3 6 26 1 5
45 3 7 27 0 5
45 3 8 28 1 5
45 3 9 29 0 6
45 3 10 30 0 5
45 4 1 31 0 6
45 4 2 32 0 6
45 4 3 33 0 5
45 4 4 34 0 5
45 4 5 35 0 4
45 4 6 36 0 5
45 4 7 37 1 4
45 4 8 38 0 5
45 4 9 39 0 5
45 4 10 40 1 5
45 5 1 41 1 4
45 5 2 42 0 5
45 5 3 43 0 5
45 5 4 44 0 5
45 5 5 45 1 5
45 5 6 46 0 6
45 5 7 47 0 4
45 5 8 48 0 5
45 5 9 49 0 6
45 5 10 50 0 5
45 6 1 51 0 5
45 6 2 52 0 5
45 6 3 53 0 5
45 6 4 54 0 6
45 6 5 55 2 4
45 6 6 56 1 5
45 6 7 57 1 5
45 6 8 58 0 5
45 6 9 59 0 6
45 6 10 60 0 6
45 7 1 61 0 6
45 7 2 62 0 4
45 7 3 63 1 5
45 7 4 64 1 5
45 7 5 65 0 5
45 7 6 66 0 6
45 7 7 67 0 5
45 7 8 68 0 5
45 7 9 69 0 5
45 7 10 70 0 5
46 1 1 1 2 4
46 1 2 2 0 5
46 1 3 3 1 6
46 1 4 4 0 5
46 1 5 5 2 4
46 1 6 6 0 4
46 1 7 7 1 4
46 1 8 8 0 5
46 1 9 9 1 5
46 1 10 10 1 5
46 2 1 11 4 5
46 2 2 12 0 6
46 2 3 13 1 5
46 2 4 14 3 5
46 2 5 15 2 5
46 2 6 16 1 5
46 2 7 17 2 4
46 2 8 18 2 5
46 2 9 19 0 4
46 2 10 20 0 5
46 3 1 21 0 6
46 3 2 22 2 5
46 3 3 23 0 6
46 3 4 24 0 5
46 3 5 25 0 5
46 3 6 26 0 5
46 3 7 27 0 4
46 3 8 28 0 5
46 3 9 29 0 5
46 3 10 30 0 5
46 4 1 31 0 6
46 4 2 32 0 4
46 4 3 33 2 5
46 4 4 34 0 6
46 4 5 35 1 5
46 4 6 36 0 5
46 4 7 37 1 4
46 4 8 38 0 5
46 4 9 39 1 3
46 4 10 40 0 5
46 5 1 41 2 6
46 5 2 42 1 6
46 5 3 43 0 3
46 5 4 44 0 5
46 5 5 45 1 5
46 5 6 46 0 5
46 5 7 47 2 3
46 5 8 48 1 5
46 5 9 49 1 5
46 5 10 50 1 5
46 6 1 51 0 5
46 6 2 52 3 4
46 6 3 53 1 5
46 6 4 54 2 5
46 6 5 55 0 5
46 6 6 56 0 5
46 6 7 57 0 5
46 6 8 58 0 6
46 6 9 59 1 5
46 6 10 60 0 5
46 7 1 61 1 6
46 7 2 62 1 6
46 7 3 63 1 5
46 7 4 64 1 5
46 7 5 65 2 6
46 7 6 66 1 4
46 7 7 67 1 6
46 7 8 68 1 6
46 7 9 69 1 5
46 7 10 70 0 5
47 1 1 1 0 5
47 1 2 2 0 6
47 1 3 3 1 4
47 1 4 4 0 6
47 1 5 5 0 4
47 1 6 6 0 6
47 1 7 7 1 5
47 1 8 8 1 5
47 1 9 9 1 5
47 1 10 10 0 4
47 2 1 11 0 5
47 2 2 12 0 5
47 2 3 13 0 5
47 2 4 14 1 6
47 2 5 15 0 4
47 2 6 16 0 5
47 2 7 17 0 6
47 2 8 18 0 4
47 2 9 19 2 5
47 2 10 20 0 6
47 3 1 21 2 4
47 3 2 22 0 4
47 3 3 23 0 4
47 3 4 24 0 5
47 3 5 25 0 4
47 3 6 26 1 5
47 3 7 27 1 5
47 3 8 28 1 5
47 3 9 29 0 6
47 3 10 30 0 5
47 4 1 31 1 4
47 4 2 32 0 5
47 4 3 33 0 5
47 4 4 34 0 6
47 4 5 35 2 4
47 4 6 36 0 5
47 4 7 37 0 5
47 4 8 38 0 4
47 4 9 39 0 4
47 4 10 40 0 6
47 5 1 41 1 6
47 5 2 42 0 4
47 5 3 43 1 4
47 5 4 44 0 5
47 5 5 45 1 5
47 5 6 46 0 5
47 5 7 47 1 6
47 5 8 48 0 5
47 5 9 49 0 4
47 5 10 50 0 6
47 6 1 51 0 5
47 6 2 52 0 5
47 6 3 53 0 5
47 6 4 54 2 5
47 6 5 55 1 3
47 6 6 56 0 5
47 6 7 57 0 6
47 6 8 58 0 5
47 6 9 59 0 5
47 6 10 60 2 5
47 7 1 61 0 4
47 7 2 62 1 5
47 7 3 63 1 4
47 7 4 64 0 6
47 7 5 65 0 4
47 7 6 66 0 4
47 7 7 67 3 5
47 7 8 68 0 4
47 7 9 69 0 4
47 7 10 70 1 6
48 1 1 1 1 6
48 1 2 2 0 5
48 1 3 3 1 6
48 1 4 4 3 4
48 1 5 5 0 6
48 1 6 6 0 5
48 1 7 7 1 4
48 1 8 8 0 5
48 1 9 9 2 4
48 1 10 10 1 5
48 2 1 11 0 5
48 2 2 12 0 6
48 2 3 13 0 5
48 2 4 14 1 5
48 2 5 15 0 5
48 2 6 16 0 6
48 2 7 17 0 6
48 2 8 18 1 6
48 2 9 19 0 6
48 2 10 20 2 4
48 3 1 21 0 6
48 3 2 22 0 6
48 3 3 23 2 5
48 3 4 24 1 5
48 3 5 25 1 4
48 3 6 26 1 5
48 3 7 27 1 5
48 3 8 28 1 4
48 3 9 29 0 4
48 3 10 30 1 5
48 4 1 31 1 4
48 4 2 32 1 5
48 4 3 33 0 6
48 4 4 34 0 5
48 4 5 35 1 5
48 4 6 36 1 5
48 4 7 37 3 4
48 4 8 38 1 6
48 4 9 39 0 6
48 4 10 40 1 6
48 5 1 41 1 5
48 5 2 42 1 4
48 5 3 43 0 5
48 5 4 44 1 5
48 5 5 45 1 7
48 5 6 46 1 6
48 5 7 47 3 5
48 5 8 48 1 4
48 5 9 49 0 5
48 5 10 50 0 6
48 6 1 51 2 4
48 6 2 52 2 4
48 6 3 53 0 6
48 6 4 54 0 6
48 6 5 55 1 5
48 6 6 56 0 4
48 6 7 57 2 5
48 6 8 58 2 6
48 6 9 59 2 7
48 6 10 60 1 5
48 7 1 61 2 5
48 7 2 62 1 5
48 7 3 63 3 5
48 7 4 64 0 4
48 7 5 65 0 5
48 7 6 66 1 6
48 7 7 67 0 5
48 7 8 68 1 5
48 7 9 69 0 5
48 7 10 70 0 5
49 1 1 1 0 5
49 1 2 2 0 6
49 1 3 3 0 5
49 1 4 4 1 5
49 1 5 5 0 5
49 1 6 6 0 6
49 1 7 7 0 5
49 1 8 8 0 3
49 1 9 9 0 6
49 1 10 10 0 4
49 2 1 11 0 5
49 2 2 12 1 6
49 2 3 13 0 4
49 2 4 14 0 4
49 2 5 15 1 4
49 2 6 16 1 4
49 2 7 17 0 6
49 2 8 18 0 6
49 2 9 19 0 5
49 2 10 20 0 5
49 3 1 21 1 5
49 3 2 22 0 5
49 3 3 23 0 5
49 3 4 24 0 5
49 3 5 25 0 6
49 3 6 26 0 5
49 3 7 27 0 5
49 3 8 28 1 3
49 3 9 29 0 5
49 3 10 30 0 4
49 4 1 31 0 6
49 4 2 32 0 6
49 4 3 33 0 3
49 4 4 34 0 6
49 4 5 35 0 5
49 4 6 36 0 5
49 4 7 37 1 6
49 4 8 38 0 5
49 4 9 39 0 4
49 4 10 40 0 5
49 5 1 41 0 5
49 5 2 42 1 6
49 5 3 43 0 4
49 5 4 44 0 6
49 5 5 45 0 6
49 5 6 46 0 3
49 5 7 47 0 5
49 5 8 48 0 5
49 5 9 49 0 5
49 5 10 50 1 5
49 6 1 51 0 5
49 6 2 52 0 6
49 6 3 53 0 5
49 6 4 54 1 5
49 6 5 55 0 5
49 6 6 56 0 5
49 6 7 57 0 5
49 6 8 58 0 5
49 6 9 59 0 4
49 6 10 60 0 5
49 7 1 61 0 4
49 7 2 62 0 4
49 7 3 63 0 5
49 7 4 64 0 5
49 7 5 65 2 6
49 7 6 66 1 6
49 7 7 67 1 5
49 7 8 68 0 5
49 7 9 69 1 4
49 7 10 70 0 4
50 1 1 1 1 4
50 1 2 2 1 5
50 1 3 3 0 5
50 1 4 4 0 6
50 1 5 5 0 6
50 1 6 6 0 5
50 1 7 7 0 5
50 1 8 8 0 5
50 1 9 9 0 5
50 1 10 10 0 5
50 2 1 11 0 5
50 2 2 12 0 5
50 2 3 13 0 4
50 2 4 14 1 4
50 2 5 15 2 6
50 2 6 16 0 5
50 2 7 17 0 5
50 2 8 18 1 4
50 2 9 19 0 5
50 2 10 20 0 5
50 3 1 21 0 5
50 3 2 22 0 5
50 3 3 23 0 6
50 3 4 24 0 5
50 3 5 25 1 5
50 3 6 26 0 7
50 3 7 27 1 6
50 3 8 28 0 5
50 3 9 29 2 4
50 3 10 30 2 6
50 4 1 31 0 4
50 4 2 32 1 5
50 4 3 33 0 6
50 4 4 34 0 5
50 4 5 35 3 5
50 4 6 36 1 5
50 4 7 37 1 5
50 4 8 38 0 5
50 4 9 39 0 5
50 4 10 40 1 5
50 5 1 41 0 5
50 5 2 42 0 6
50 5 3 43 0 5
50 5 4 44 1 6
50 5 5 45 0 4
50 5 6 46 1 5
50 5 7 47 1 4
50 5 8 48 0 5
50 5 9 49 0 5
50 5 10 50 1 4
50 6 1 51 0 5
50 6 2 52 1 4
50 6 3 53 0 5
50 6 4 54 1 4
50 6 5 55 2 6
50 6 6 56 1 5
50 6 7 57 1 4
50 6 8 58 0 5
50 6 9 59 0 5
50 6 10 60 1 5
