"Beep" "Day" "subjno" "Beepno" "PA" "NA." "PA_lag" "NA._lag"
1 5 82 41 4.65493760287847 1.87743263085987 NA NA
2 5 82 42 3.9193446566411 1.04681697223214 4.65493760287847 1.87743263085987
3 5 82 43 3.12193138433994 0.730090345893204 3.9193446566411 1.04681697223214
4 5 82 44 3.1263124408249 1.05688419597316 3.12193138433994 0.730090345893204
5 5 82 45 1.74852461477704 1.30431289754272 3.1263124408249 1.05688419597316
6 5 82 46 1.94587992719703 1.85784878840718 1.74852461477704 1.30431289754272
7 5 82 47 3.76604863774165 3.05486428311873 1.94587992719703 1.85784878840718
8 5 82 48 4.85962916947371 1.23407621305518 3.76604863774165 3.05486428311873
9 5 82 49 2.48076577250874 0.970870731999083 4.85962916947371 1.23407621305518
10 5 82 50 3.68077323435129 1.93181641563731 2.48076577250874 0.970870731999083
1 6 82 51 2.86634743107256 2.84806534984548 NA NA
2 6 82 52 2.72128623839178 2.08136681506827 2.86634743107256 2.84806534984548
3 6 82 53 2.80079440585791 2.92123449847712 2.72128623839178 2.08136681506827
4 6 82 54 2.3338460744095 1.84264383461023 2.80079440585791 2.92123449847712
5 6 82 55 2.97231552983114 -0.070256520817969 2.3338460744095 1.84264383461023
6 6 82 56 2.04782766396874 1.06362758819339 2.97231552983114 -0.070256520817969
7 6 82 57 2.45127818793003 2.37706999059358 2.04782766396874 1.06362758819339
8 6 82 58 3.33206342566654 1.110634557992 2.45127818793003 2.37706999059358
9 6 82 59 2.23551433635347 1.95543301115743 3.33206342566654 1.110634557992
10 6 82 60 3.48687922280734 1.89230373088978 2.23551433635347 1.95543301115743
1 1 83 1 6.52907961636961 0.49785672185173 NA NA
2 1 83 2 6.27329696744123 1.12928435440878 6.52907961636961 0.49785672185173
3 1 83 3 5.64820534871326 1.9030814467986 6.27329696744123 1.12928435440878
4 1 83 4 5.40897961361059 1.6324091155122 5.64820534871326 1.9030814467986
5 1 83 5 4.96909870305215 1.91657856931432 5.40897961361059 1.6324091155122
6 1 83 6 6.17146105352276 2.06626292357377 4.96909870305215 1.91657856931432
7 1 83 7 6.00051967242764 2.8665416218495 6.17146105352276 2.06626292357377
8 1 83 8 5.12852139176473 0.84608930968299 6.00051967242764 2.8665416218495
9 1 83 9 6.06998943820674 0.869301627598667 5.12852139176473 0.84608930968299
10 1 83 10 4.77412194127754 1.07529422794466 6.06998943820674 0.869301627598667
1 2 83 11 6.47892671121228 0.834852026556713 NA NA
2 2 83 12 6.59875203803877 1.2383448382728 6.47892671121228 0.834852026556713
3 2 83 13 6.24834521375125 2.19639111747342 6.59875203803877 1.2383448382728
4 2 83 14 5.84346379252286 1.94578944881352 6.24834521375125 2.19639111747342
5 2 83 15 6.07136333488524 1.16790673060421 5.84346379252286 1.94578944881352
6 2 83 16 7.54130968196873 -0.432022175459408 6.07136333488524 1.16790673060421
7 2 83 17 7.76095482289047 -0.306753521240586 7.54130968196873 -0.432022175459408
8 2 83 18 8.2149463427533 0.802970352829869 7.76095482289047 -0.306753521240586
9 2 83 19 5.71080125123042 1.37487936624204 8.2149463427533 0.802970352829869
10 2 83 20 6.62529110823052 0.707422686116001 5.71080125123042 1.37487936624204
1 3 83 21 6.64440751795067 -0.145749601185487 NA NA
2 3 83 22 6.14502836241629 0.335120417405801 6.64440751795067 -0.145749601185487
3 3 83 23 6.45292089481784 0.826738525340323 6.14502836241629 0.335120417405801
4 3 83 24 5.53399775910575 0.0424685502172093 6.45292089481784 0.826738525340323
5 3 83 25 4.69405356821426 1.56938974786423 5.53399775910575 0.0424685502172093
6 3 83 26 5.19183866330572 2.02167368714287 4.69405356821426 1.56938974786423
7 3 83 27 5.90099664666933 1.29109496144698 5.19183866330572 2.02167368714287
8 3 83 28 6.15246064844181 1.71349986343902 5.90099664666933 1.29109496144698
9 3 83 29 6.41354969715008 0.892976944405002 6.15246064844181 1.71349986343902
10 3 83 30 6.10123597038809 1.46836565546265 6.41354969715008 0.892976944405002
1 4 83 31 6.10273871707767 0.771089009494454 NA NA
2 4 83 32 6.34171454380236 1.88118691684756 6.10273871707767 0.771089009494454
3 4 83 33 6.4099865507435 0.454107524564989 6.34171454380236 1.88118691684756
4 4 83 34 5.80214698155321 0.46584089910163 6.4099865507435 0.454107524564989
5 4 83 35 4.28222213302986 0.781732759498666 5.80214698155321 0.46584089910163
6 4 83 36 6.57141628283219 0.667415976933205 4.28222213302986 0.781732759498666
7 4 83 37 7.09429650921492 -0.658551064131741 6.57141628283219 0.667415976933205
8 4 83 38 6.01918078095223 0.15678710246988 7.09429650921492 -0.658551064131741
9 4 83 39 6.76603919396169 -0.313020393531681 6.01918078095223 0.15678710246988
10 4 83 40 6.94087699314825 -0.544868547319233 6.76603919396169 -0.313020393531681
1 5 83 41 6.78879566442289 0.466630438147015 NA NA
2 5 83 42 6.79710236913466 0.866127421871736 6.78879566442289 0.466630438147015
3 5 83 43 5.00822740139663 0.150627484935901 6.79710236913466 0.866127421871736
4 5 83 44 8.60454124581208 1.35121209153727 5.00822740139663 0.150627484935901
5 5 83 45 6.40596524214447 1.34424106491815 8.60454124581208 1.35121209153727
6 5 83 46 4.11248462503622 1.25430682215709 6.40596524214447 1.34424106491815
7 5 83 47 5.63543078553729 1.01728859020453 4.11248462503622 1.25430682215709
8 5 83 48 5.10388829429369 1.15679260785136 5.63543078553729 1.01728859020453
9 5 83 49 4.746527617821 0.943344987602108 5.10388829429369 1.15679260785136
10 5 83 50 4.21932041078448 0.835339473354052 4.746527617821 0.943344987602108
1 6 83 51 6.4839197444588 -0.484574351735895 NA NA
2 6 83 52 6.55257898756263 0.915057379487459 6.4839197444588 -0.484574351735895
3 6 83 53 6.37222161413852 2.1307250894199 6.55257898756263 0.915057379487459
4 6 83 54 4.30157823382657 3.46506042855611 6.37222161413852 2.1307250894199
5 6 83 55 4.73407039363847 2.69472250741627 4.30157823382657 3.46506042855611
6 6 83 56 4.61499684549142 2.09864430869756 4.73407039363847 2.69472250741627
7 6 83 57 5.20639027484559 2.02356417390107 4.61499684549142 2.09864430869756
8 6 83 58 5.44189523294713 1.39969579250099 5.20639027484559 2.02356417390107
9 6 83 59 3.38806322948036 1.5142406776886 5.44189523294713 1.39969579250099
10 6 83 60 4.6907645887507 1.04452720283818 3.38806322948036 1.5142406776886
1 1 84 1 1.77852072311638 1.15373978993584 NA NA
2 1 84 2 3.6125940617995 2.69297722587495 1.77852072311638 1.15373978993584
3 1 84 3 0.795441847622167 3.1459698009563 3.6125940617995 2.69297722587495
4 1 84 4 0.198937585608095 2.94677185782271 0.795441847622167 3.1459698009563
5 1 84 5 0.356436783832691 2.99027210452532 0.198937585608095 2.94677185782271
6 1 84 6 3.22552119693606 2.24209568050448 0.356436783832691 2.99027210452532
7 1 84 7 1.29037903361398 0.326802389659949 3.22552119693606 2.24209568050448
8 1 84 8 1.48625460038028 2.12255617194864 1.29037903361398 0.326802389659949
9 1 84 9 1.46366605899984 2.76068640486171 1.48625460038028 2.12255617194864
10 1 84 10 1.19813734716522 1.54091924068184 1.46366605899984 2.76068640486171
1 2 84 11 1.08064418500351 2.57614288898535 NA NA
2 2 84 12 -0.354873199959443 2.46896744357693 1.08064418500351 2.57614288898535
3 2 84 13 1.54739820629776 3.95601745374367 -0.354873199959443 2.46896744357693
4 2 84 14 0.309752772641876 2.74357779182961 1.54739820629776 3.95601745374367
5 2 84 15 1.61070004097956 2.62760270695594 0.309752772641876 2.74357779182961
6 2 84 16 1.07162017630402 2.15142062521342 1.61070004097956 2.62760270695594
7 2 84 17 1.61647933570588 1.13523676695191 1.07162017630402 2.15142062521342
8 2 84 18 1.79561579907153 1.70585080525373 1.61647933570588 1.13523676695191
9 2 84 19 -0.658960508630999 2.26901946348308 1.79561579907153 1.70585080525373
10 2 84 20 0.490296625211849 2.05138184849174 -0.658960508630999 2.26901946348308
1 3 84 21 1.72513737386283 3.53779508145973 NA NA
2 3 84 22 -0.0902716508756315 2.56464952630558 1.72513737386283 3.53779508145973
3 3 84 23 1.2396311251342 2.44046781202439 -0.0902716508756315 2.56464952630558
4 3 84 24 -0.973487491142115 1.15930724604837 1.2396311251342 2.44046781202439
5 3 84 25 0.136844754946979 1.49978638237651 -0.973487491142115 1.15930724604837
6 3 84 26 0.899063530435984 1.52429457716104 0.136844754946979 1.49978638237651
7 3 84 27 0.741958963376638 0.572993806770546 0.899063530435984 1.52429457716104
8 3 84 28 0.120511001775694 0.375223589265187 0.741958963376638 0.572993806770546
9 3 84 29 1.51526048052266 1.51115983117369 0.120511001775694 0.375223589265187
10 3 84 30 0.901762693553637 0.751441923734728 1.51526048052266 1.51115983117369
1 4 84 31 0.0672626088413249 1.22607662260434 NA NA
2 4 84 32 1.67252775453579 2.49087980295637 0.0672626088413249 1.22607662260434
3 4 84 33 0.295293274320762 2.81862781296121 1.67252775453579 2.49087980295637
4 4 84 34 1.28521662812353 1.82732983247808 0.295293274320762 2.81862781296121
5 4 84 35 -0.27266817224917 1.37832649189062 1.28521662812353 1.82732983247808
6 4 84 36 0.596495601454082 1.04811631225109 -0.27266817224917 1.37832649189062
7 4 84 37 0.924960881148462 3.69518060498395 0.596495601454082 1.04811631225109
8 4 84 38 -0.413150907881229 3.08385488458121 0.924960881148462 3.69518060498395
9 4 84 39 -0.760411193067357 2.58934147880028 -0.413150907881229 3.08385488458121
10 4 84 40 0.799285287040004 2.14560780176608 -0.760411193067357 2.58934147880028
1 5 84 41 0.829994945335175 1.82982052861204 NA NA
2 5 84 42 2.22110646388124 2.15147240404231 0.829994945335175 1.82982052861204
3 5 84 43 1.9970214448043 1.07086200341179 2.22110646388124 2.15147240404231
4 5 84 44 -0.381471295232785 1.62053585762998 1.9970214448043 1.07086200341179
5 5 84 45 0.993253735789933 1.65097404744234 -0.381471295232785 1.62053585762998
6 5 84 46 0.897823424197923 3.1515149864054 0.993253735789933 1.65097404744234
7 5 84 47 0.863731261017588 2.17656794569848 0.897823424197923 3.1515149864054
8 5 84 48 -1.28764553357475 1.43024767445649 0.863731261017588 2.17656794569848
9 5 84 49 0.884752842773259 2.43016773082835 -1.28764553357475 1.43024767445649
10 5 84 50 0.928041837823568 2.08767048233898 0.884752842773259 2.43016773082835
1 6 84 51 1.39078396362061 0.610373310564279 NA NA
2 6 84 52 0.895276912257492 1.54097766554375 1.39078396362061 0.610373310564279
3 6 84 53 -1.03740198566984 2.60875239245238 0.895276912257492 1.54097766554375
4 6 84 54 -0.607778449764341 1.45511623914516 -1.03740198566984 2.60875239245238
5 6 84 55 0.337978033415027 0.95489826281639 -0.607778449764341 1.45511623914516
6 6 84 56 1.6287904829283 1.3338703336913 0.337978033415027 0.95489826281639
7 6 84 57 0.00199212097514051 1.89079849883403 1.6287904829283 1.3338703336913
8 6 84 58 -1.38741950789956 2.32720092522653 0.00199212097514051 1.89079849883403
9 6 84 59 0.732440350808957 2.64157188392831 -1.38741950789956 2.32720092522653
10 6 84 60 0.114654148749691 3.72335744798487 0.732440350808957 2.64157188392831
1 1 85 1 5.57605510008957 1.71615830705034 NA NA
2 1 85 2 6.5158147912808 1.26678124626828 5.57605510008957 1.71615830705034
3 1 85 3 7.57129942568884 0.630073274752263 6.5158147912808 1.26678124626828
4 1 85 4 8.24392766090522 0.975782603820953 7.57129942568884 0.630073274752263
5 1 85 5 6.50773599083041 0.795273269609792 8.24392766090522 0.975782603820953
6 1 85 6 5.48694024009406 1.22404410783361 6.50773599083041 0.795273269609792
7 1 85 7 5.2596670074484 2.0979013770474 5.48694024009406 1.22404410783361
8 1 85 8 4.16723659809762 1.36274938137416 5.2596670074484 2.0979013770474
9 1 85 9 4.28140713765096 1.99453230364788 4.16723659809762 1.36274938137416
10 1 85 10 5.79376563511718 1.53519330159071 4.28140713765096 1.99453230364788
1 2 85 11 5.50786190126195 2.2453635338161 NA NA
2 2 85 12 6.01358430349144 2.47797929250252 5.50786190126195 2.2453635338161
3 2 85 13 6.01233161655537 1.30837548769642 6.01358430349144 2.47797929250252
4 2 85 14 7.32116399505154 1.59055925865842 6.01233161655537 1.30837548769642
5 2 85 15 5.44319701288345 2.21048191701742 7.32116399505154 1.59055925865842
6 2 85 16 6.07403530974006 1.03722706047422 5.44319701288345 2.21048191701742
7 2 85 17 7.30880431239157 1.05761617128209 6.07403530974006 1.03722706047422
8 2 85 18 7.43650072020175 1.19554542330455 7.30880431239157 1.05761617128209
9 2 85 19 6.54120257599173 2.70031998376003 7.43650072020175 1.19554542330455
10 2 85 20 7.96063774995703 0.75420691662375 6.54120257599173 2.70031998376003
1 3 85 21 6.90184258380429 2.59000810853019 NA NA
2 3 85 22 7.72941543756993 2.00153485836704 6.90184258380429 2.59000810853019
3 3 85 23 7.73830800373196 1.61198121106843 7.72941543756993 2.00153485836704
4 3 85 24 7.99372427207415 0.738729363174824 7.73830800373196 1.61198121106843
5 3 85 25 7.22066101218854 2.56899901657732 7.99372427207415 0.738729363174824
6 3 85 26 5.44097639038159 2.92070405495224 7.22066101218854 2.56899901657732
7 3 85 27 6.91132613635632 3.18631999339583 5.44097639038159 2.92070405495224
8 3 85 28 6.19890528994945 2.50953640075625 6.91132613635632 3.18631999339583
9 3 85 29 6.83386560907651 1.37024559999856 6.19890528994945 2.50953640075625
10 3 85 30 6.33473343623321 1.84846258424139 6.83386560907651 1.37024559999856
1 4 85 31 6.72366929994519 1.6140288234954 NA NA
2 4 85 32 7.45446721841656 1.10723137042941 6.72366929994519 1.6140288234954
3 4 85 33 7.39601686195 2.26253814972569 7.45446721841656 1.10723137042941
4 4 85 34 5.66381071408809 2.00504631379706 7.39601686195 2.26253814972569
5 4 85 35 6.01396837338849 2.61510568044475 5.66381071408809 2.00504631379706
6 4 85 36 5.99618833699707 2.32514233102448 6.01396837338849 2.61510568044475
7 4 85 37 6.3897990122025 3.07563829312725 5.99618833699707 2.32514233102448
8 4 85 38 6.2645367023751 2.57290441480921 6.3897990122025 3.07563829312725
9 4 85 39 6.75914485455064 1.11056185150089 6.2645367023751 2.57290441480921
10 4 85 40 7.0553198882857 0.880792256053669 6.75914485455064 1.11056185150089
1 5 85 41 6.6140574793943 0.542128038453391 NA NA
2 5 85 42 8.22378767472747 0.456194906772069 6.6140574793943 0.542128038453391
3 5 85 43 8.38289877515997 0.425771827456999 8.22378767472747 0.456194906772069
4 5 85 44 7.29422335497831 1.15460597143135 8.38289877515997 0.425771827456999
5 5 85 45 7.18295923198397 1.10144428399857 7.29422335497831 1.15460597143135
6 5 85 46 7.39476810578795 2.47981042252892 7.18295923198397 1.10144428399857
7 5 85 47 7.15192907664686 2.6975955724861 7.39476810578795 2.47981042252892
8 5 85 48 6.17457693631986 2.08736284351543 7.15192907664686 2.6975955724861
9 5 85 49 6.59413330867894 2.01399642563168 6.17457693631986 2.08736284351543
10 5 85 50 7.14908524193476 1.86092810980666 6.59413330867894 2.01399642563168
1 6 85 51 5.91249957314838 1.83267103953064 NA NA
2 6 85 52 4.67234793891132 1.71020356689854 5.91249957314838 1.83267103953064
3 6 85 53 4.67027200195204 0.856402978058359 4.67234793891132 1.71020356689854
4 6 85 54 4.97715412396 0.686860022362029 4.67027200195204 0.856402978058359
5 6 85 55 5.4868428418203 1.58495372255371 4.97715412396 0.686860022362029
6 6 85 56 6.60740230124981 1.75300154451264 5.4868428418203 1.58495372255371
7 6 85 57 6.18394742792976 2.28268295428732 6.60740230124981 1.75300154451264
8 6 85 58 5.92905116844141 2.30582226513418 6.18394742792976 2.28268295428732
9 6 85 59 7.18741992091255 1.27892520482584 5.92905116844141 2.30582226513418
10 6 85 60 6.30545132148457 1.94457401192218 7.18741992091255 1.27892520482584
1 1 86 1 6.1919980402926 -1.69692315206003 NA NA
2 1 86 2 5.69170546273033 -1.57287444072273 6.1919980402926 -1.69692315206003
3 1 86 3 6.89872190606294 -0.567375432847358 5.69170546273033 -1.57287444072273
4 1 86 4 8.65450098280017 -2.07986669612518 6.89872190606294 -0.567375432847358
5 1 86 5 7.1763064147026 -1.54363403861638 8.65450098280017 -2.07986669612518
6 1 86 6 6.43655839981359 -1.53891715681402 7.1763064147026 -1.54363403861638
7 1 86 7 6.29761003819379 -3.92295757008039 6.43655839981359 -1.53891715681402
8 1 86 8 7.35249493273805 -2.69192215949739 6.29761003819379 -3.92295757008039
9 1 86 9 6.92255535999422 -2.15479753727876 7.35249493273805 -2.69192215949739
10 1 86 10 6.9836446516165 -1.28612622328144 6.92255535999422 -2.15479753727876
1 2 86 11 7.07728476741002 -1.7248374378073 NA NA
2 2 86 12 6.54313166166825 -2.68659755451593 7.07728476741002 -1.7248374378073
3 2 86 13 6.9803218099494 -3.84087310969648 6.54313166166825 -2.68659755451593
4 2 86 14 7.20368627185038 -2.51136485268225 6.9803218099494 -3.84087310969648
5 2 86 15 6.50865083531518 -1.70126125246857 7.20368627185038 -2.51136485268225
6 2 86 16 7.156579295636 -0.748244841085133 6.50865083531518 -1.70126125246857
7 2 86 17 4.76920291764163 -0.743896520874682 7.156579295636 -0.748244841085133
8 2 86 18 6.83058883035771 -0.86904304870503 4.76920291764163 -0.743896520874682
9 2 86 19 6.86686425307969 -2.05524222898065 6.83058883035771 -0.86904304870503
10 2 86 20 6.96917593276886 -2.48969426802255 6.86686425307969 -2.05524222898065
1 3 86 21 7.09589470380129 -1.64699319313843 NA NA
2 3 86 22 7.51331863096836 -3.26526758593781 7.09589470380129 -1.64699319313843
3 3 86 23 7.32246129051362 -2.64493199042909 7.51331863096836 -3.26526758593781
4 3 86 24 7.65306348325312 -3.59952466893032 7.32246129051362 -2.64493199042909
5 3 86 25 6.69476072410868 -3.00147985299729 7.65306348325312 -3.59952466893032
6 3 86 26 7.39396607779807 -2.2337097857672 6.69476072410868 -3.00147985299729
7 3 86 27 8.96433072660918 -4.48182341612508 7.39396607779807 -2.2337097857672
8 3 86 28 8.88442899541457 -4.34269185002541 8.96433072660918 -4.48182341612508
9 3 86 29 8.38103949456964 -4.78349518252334 8.88442899541457 -4.34269185002541
10 3 86 30 7.15069820149202 -4.33775806294636 8.38103949456964 -4.78349518252334
1 4 86 31 7.86818926392209 -2.60035997965469 NA NA
2 4 86 32 8.92263935505319 -3.40306711948101 7.86818926392209 -2.60035997965469
3 4 86 33 6.89853757401412 -4.16978213253932 8.92263935505319 -3.40306711948101
4 4 86 34 7.88488743173384 -2.48959534420548 6.89853757401412 -4.16978213253932
5 4 86 35 7.94278000220198 -3.16610881497009 7.88488743173384 -2.48959534420548
6 4 86 36 9.39408646957204 -3.52083504173018 7.94278000220198 -3.16610881497009
7 4 86 37 8.1521718255149 -3.20928604493735 9.39408646957204 -3.52083504173018
8 4 86 38 7.8577199360966 -2.85464615105972 8.1521718255149 -3.20928604493735
9 4 86 39 6.17223927928665 -2.6534806120088 7.8577199360966 -2.85464615105972
10 4 86 40 7.37277037513466 -1.7251818395378 6.17223927928665 -2.6534806120088
1 5 86 41 7.15081952258782 -2.97516903718047 NA NA
2 5 86 42 6.42484701573761 -2.12727938965254 7.15081952258782 -2.97516903718047
3 5 86 43 6.31178626742538 -1.69608157560304 6.42484701573761 -2.12727938965254
4 5 86 44 6.81689171061835 -1.37675327551333 6.31178626742538 -1.69608157560304
5 5 86 45 5.86632390130569 -1.3055885520808 6.81689171061835 -1.37675327551333
6 5 86 46 6.71670835239711 -1.04646133637417 5.86632390130569 -1.3055885520808
7 5 86 47 5.99111998002351 -1.92851008107889 6.71670835239711 -1.04646133637417
8 5 86 48 7.44632617563198 -2.18588948413514 5.99111998002351 -1.92851008107889
9 5 86 49 7.2724629219742 -1.88086041453422 7.44632617563198 -2.18588948413514
10 5 86 50 7.65420054203906 -2.1039105656585 7.2724629219742 -1.88086041453422
1 6 86 51 7.891113128295 -2.24482941925482 NA NA
2 6 86 52 8.69001936704562 -2.07716628197494 7.891113128295 -2.24482941925482
3 6 86 53 5.97703842877922 -3.15767388012374 8.69001936704562 -2.07716628197494
4 6 86 54 6.1274320970158 -1.39994121893476 5.97703842877922 -3.15767388012374
5 6 86 55 6.49423338873185 -1.34239966874565 6.1274320970158 -1.39994121893476
6 6 86 56 6.9225049531021 -2.9522779603493 6.49423338873185 -1.34239966874565
7 6 86 57 7.93237374786519 -2.76251586851019 6.9225049531021 -2.9522779603493
8 6 86 58 7.42225834652116 -2.70666772545153 7.93237374786519 -2.76251586851019
9 6 86 59 4.87853761631596 -1.64198294786551 7.42225834652116 -2.70666772545153
10 6 86 60 5.4210462773086 -0.714089197032168 4.87853761631596 -1.64198294786551
1 1 87 1 7.58784668980744 3.83935509088321 NA NA
2 1 87 2 7.80592604025784 3.50948904081774 7.58784668980744 3.83935509088321
3 1 87 3 7.78917268178065 4.36967103448904 7.80592604025784 3.50948904081774
4 1 87 4 7.36223359808932 4.53505312070172 7.78917268178065 4.36967103448904
5 1 87 5 7.73742140762714 3.24355027019992 7.36223359808932 4.53505312070172
6 1 87 6 8.16512472802473 3.75158840458987 7.73742140762714 3.24355027019992
7 1 87 7 8.28755628513236 2.8249671487843 8.16512472802473 3.75158840458987
8 1 87 8 8.14785164259188 4.26402772866466 8.28755628513236 2.8249671487843
9 1 87 9 7.3397559640928 3.67398843016538 8.14785164259188 4.26402772866466
10 1 87 10 7.75307196650787 5.40297200681599 7.3397559640928 3.67398843016538
1 2 87 11 6.69927069585178 4.80451135354483 NA NA
2 2 87 12 6.85296879966347 3.21422150734528 6.69927069585178 4.80451135354483
3 2 87 13 7.85212174121552 4.08385478087334 6.85296879966347 3.21422150734528
4 2 87 14 7.73379650883402 3.19027408851141 7.85212174121552 4.08385478087334
5 2 87 15 8.04846736974809 4.0277515396438 7.73379650883402 3.19027408851141
6 2 87 16 7.88228153666546 3.4897887700396 8.04846736974809 4.0277515396438
7 2 87 17 8.73501844044354 6.01520815565451 7.88228153666546 3.4897887700396
8 2 87 18 6.99879783683045 5.46646699140949 8.73501844044354 6.01520815565451
9 2 87 19 7.8601694203625 4.72741228743342 6.99879783683045 5.46646699140949
10 2 87 20 6.73368201542225 4.45191996461527 7.8601694203625 4.72741228743342
1 3 87 21 6.32477937629416 4.29664494531426 NA NA
2 3 87 22 5.09254608057095 3.94863446204746 6.32477937629416 4.29664494531426
3 3 87 23 6.51515814112245 4.34377607864352 5.09254608057095 3.94863446204746
4 3 87 24 8.07394076490733 4.82104468474325 6.51515814112245 4.34377607864352
5 3 87 25 7.55145014149672 4.32976994363174 8.07394076490733 4.82104468474325
6 3 87 26 7.77148101453131 3.89257888235736 7.55145014149672 4.32976994363174
7 3 87 27 8.08529100825613 5.02025312980621 7.77148101453131 3.89257888235736
8 3 87 28 8.6349720442659 4.09433863693505 8.08529100825613 5.02025312980621
9 3 87 29 8.64869171434643 4.12582750882392 8.6349720442659 4.09433863693505
10 3 87 30 8.45700345407532 3.65212049854464 8.64869171434643 4.12582750882392
1 4 87 31 7.69008585182094 3.60364295943203 NA NA
2 4 87 32 7.0677967565122 4.40251782419031 7.69008585182094 3.60364295943203
3 4 87 33 7.89034769506294 5.06201892103223 7.0677967565122 4.40251782419031
4 4 87 34 8.62754405557655 5.14855755338273 7.89034769506294 5.06201892103223
5 4 87 35 7.10519473772186 4.39477506634837 8.62754405557655 5.14855755338273
6 4 87 36 7.38895506715414 3.78721058991512 7.10519473772186 4.39477506634837
7 4 87 37 7.45682264169491 5.59111089209651 7.38895506715414 3.78721058991512
8 4 87 38 8.20091595611752 6.29559867351184 7.45682264169491 5.59111089209651
9 4 87 39 9.15436835239973 5.91953622992214 8.20091595611752 6.29559867351184
10 4 87 40 8.2310573018033 6.32429722113056 9.15436835239973 5.91953622992214
1 5 87 41 7.88209008355731 3.54246411683216 NA NA
2 5 87 42 7.8537479139216 4.06698263900401 7.88209008355731 3.54246411683216
3 5 87 43 7.57190436643803 3.27209087827946 7.8537479139216 4.06698263900401
4 5 87 44 7.76793182836637 4.13756965086507 7.57190436643803 3.27209087827946
5 5 87 45 7.66581896981346 3.43013929138265 7.76793182836637 4.13756965086507
6 5 87 46 8.19981253603314 3.19594125588494 7.66581896981346 3.43013929138265
7 5 87 47 9.57656554290954 4.41726193884141 8.19981253603314 3.19594125588494
8 5 87 48 9.12179579642141 4.17108048721447 9.57656554290954 4.41726193884141
9 5 87 49 8.85231493841899 4.24764466733779 9.12179579642141 4.17108048721447
10 5 87 50 6.70756729602272 3.32221371425715 8.85231493841899 4.24764466733779
1 6 87 51 6.72379313418379 4.90431340961962 NA NA
2 6 87 52 7.33298338422539 3.59723524509454 6.72379313418379 4.90431340961962
3 6 87 53 7.80051740589968 5.22666170395075 7.33298338422539 3.59723524509454
4 6 87 54 7.64019851649878 3.8185752539075 7.80051740589968 5.22666170395075
5 6 87 55 7.80682268715327 4.30956443418353 7.64019851649878 3.8185752539075
6 6 87 56 9.27853998733396 3.42111947301208 7.80682268715327 4.30956443418353
7 6 87 57 8.23061710985051 4.60433563767772 9.27853998733396 3.42111947301208
8 6 87 58 8.80168132433195 4.51986620231128 8.23061710985051 4.60433563767772
9 6 87 59 6.68495648665434 4.11949688580504 8.80168132433195 4.51986620231128
10 6 87 60 7.17483343151976 4.23005041926319 6.68495648665434 4.11949688580504
1 1 88 1 6.34338583489667 -0.348464919756376 NA NA
2 1 88 2 6.8877769742257 0.54010229527549 6.34338583489667 -0.348464919756376
3 1 88 3 5.62476348073399 0.596171092381335 6.8877769742257 0.54010229527549
4 1 88 4 6.37890404743433 0.360151647343871 5.62476348073399 0.596171092381335
5 1 88 5 4.41777475087927 -0.694124086503323 6.37890404743433 0.360151647343871
6 1 88 6 4.73998943835389 1.17952668791773 4.41777475087927 -0.694124086503323
7 1 88 7 4.03518855675462 0.609176946277237 4.73998943835389 1.17952668791773
8 1 88 8 7.00373487320922 0.329241455360436 4.03518855675462 0.609176946277237
9 1 88 9 6.07472767927089 1.1914967095643 7.00373487320922 0.329241455360436
10 1 88 10 6.19993242369358 0.781313826830532 6.07472767927089 1.1914967095643
1 2 88 11 5.70876299004078 2.07813410693549 NA NA
2 2 88 12 5.39823008615086 -0.268270606971525 5.70876299004078 2.07813410693549
3 2 88 13 4.88656483926652 -0.281902199326378 5.39823008615086 -0.268270606971525
4 2 88 14 5.46251002247335 0.773951465659663 4.88656483926652 -0.281902199326378
5 2 88 15 6.85589871631079 1.44616586725867 5.46251002247335 0.773951465659663
6 2 88 16 6.73807323763717 -0.084652633623451 6.85589871631079 1.44616586725867
7 2 88 17 6.12265631019472 0.465732293278644 6.73807323763717 -0.084652633623451
8 2 88 18 6.38271994902981 0.475353226480183 6.12265631019472 0.465732293278644
9 2 88 19 7.10245118756644 -0.0703042622661996 6.38271994902981 0.475353226480183
10 2 88 20 7.53134357973959 -0.472869482065616 7.10245118756644 -0.0703042622661996
1 3 88 21 7.67777327801489 -0.0411684521510782 NA NA
2 3 88 22 5.70292921426311 -0.372887073187848 7.67777327801489 -0.0411684521510782
3 3 88 23 6.00421133973927 1.50921543023869 5.70292921426311 -0.372887073187848
4 3 88 24 7.08424809507457 0.319479939723279 6.00421133973927 1.50921543023869
5 3 88 25 6.98485142312188 0.719635233838134 7.08424809507457 0.319479939723279
6 3 88 26 5.8541778597626 -0.839056667800017 6.98485142312188 0.719635233838134
7 3 88 27 6.53514839549588 1.22472647883286 5.8541778597626 -0.839056667800017
8 3 88 28 6.13021543165644 -0.0459215298076731 6.53514839549588 1.22472647883286
9 3 88 29 5.69913953659034 -0.657654017039461 6.13021543165644 -0.0459215298076731
10 3 88 30 5.63315271127202 -0.2960584010117 5.69913953659034 -0.657654017039461
1 4 88 31 6.86400833191084 0.413273103258198 NA NA
2 4 88 32 5.35892252408875 1.04670972657283 6.86400833191084 0.413273103258198
3 4 88 33 4.78981939992661 0.123737029377509 5.35892252408875 1.04670972657283
4 4 88 34 6.31201873875985 0.551408345082987 4.78981939992661 0.123737029377509
