"id" "day" "beep" "obs" "PA"
40 7 5 65 2
40 7 6 66 3
40 7 7 67 3
40 7 8 68 1
40 7 9 69 3
40 7 10 70 1
41 1 1 1 1
41 1 2 2 3
41 1 3 3 1
41 1 4 4 2
41 1 5 5 1
41 1 6 6 1
41 1 7 7 2
41 1 8 8 3
41 1 9 9 2
41 1 10 10 2
41 2 1 11 2
41 2 2 12 2
41 2 3 13 2
41 2 4 14 2
41 2 5 15 2
41 2 6 16 1
41 2 7 17 2
41 2 8 18 2
41 2 9 19 2
41 2 10 20 3
41 3 1 21 2
41 3 2 22 2
41 3 3 23 2
41 3 4 24 3
41 3 5 25 1
41 3 6 26 2
41 3 7 27 3
41 3 8 28 2
41 3 9 29 3
41 3 10 30 3
41 4 1 31 1
41 4 2 32 2
41 4 3 33 4
41 4 4 34 2
41 4 5 35 2
41 4 6 36 2
41 4 7 37 2
41 4 8 38 3
41 4 9 39 2
41 4 10 40 3
41 5 1 41 3
41 5 2 42 3
41 5 3 43 3
41 5 4 44 2
41 5 5 45 2
41 5 6 46 3
41 5 7 47 3
41 5 8 48 3
41 5 9 49 3
41 5 10 50 3
41 6 1 51 2
41 6 2 52 2
41 6 3 53 3
41 6 4 54 2
41 6 5 55 3
41 6 6 56 2
41 6 7 57 3
41 6 8 58 1
41 6 9 59 2
41 6 10 60 2
41 7 1 61 3
41 7 2 62 2
41 7 3 63 3
41 7 4 64 3
41 7 5 65 2
41 7 6 66 3
41 7 7 67 3
41 7 8 68 3
41 7 9 69 3
41 7 10 70 2
42 1 1 1 2
42 1 2 2 2
42 1 3 3 2
42 1 4 4 2
42 1 5 5 4
42 1 6 6 1
42 1 7 7 3
42 1 8 8 1
42 1 9 9 2
42 1 10 10 1
42 2 1 11 2
42 2 2 12 0
42 2 3 13 1
42 2 4 14 2
42 2 5 15 1
42 2 6 16 1
42 2 7 17 2
42 2 8 18 3
42 2 9 19 3
42 2 10 20 1
42 3 1 21 1
42 3 2 22 2
42 3 3 23 2
42 3 4 24 3
42 3 5 25 2
42 3 6 26 2
42 3 7 27 3
42 3 8 28 2
42 3 9 29 2
42 3 10 30 2
42 4 1 31 2
42 4 2 32 2
42 4 3 33 2
42 4 4 34 1
42 4 5 35 3
42 4 6 36 1
42 4 7 37 1
42 4 8 38 2
42 4 9 39 3
42 4 10 40 2
42 5 1 41 2
42 5 2 42 2
42 5 3 43 3
42 5 4 44 2
42 5 5 45 2
42 5 6 46 2
42 5 7 47 1
42 5 8 48 2
42 5 9 49 2
42 5 10 50 1
42 6 1 51 2
42 6 2 52 2
42 6 3 53 2
42 6 4 54 1
42 6 5 55 2
42 6 6 56 2
42 6 7 57 3
42 6 8 58 1
42 6 9 59 2
42 6 10 60 2
42 7 1 61 3
42 7 2 62 1
42 7 3 63 2
42 7 4 64 3
42 7 5 65 2
42 7 6 66 2
42 7 7 67 2
42 7 8 68 1
42 7 9 69 3
42 7 10 70 2
43 1 1 1 1
43 1 2 2 2
43 1 3 3 3
43 1 4 4 3
43 1 5 5 2
43 1 6 6 3
43 1 7 7 2
43 1 8 8 2
43 1 9 9 3
43 1 10 10 2
43 2 1 11 2
43 2 2 12 3
43 2 3 13 3
43 2 4 14 1
43 2 5 15 2
43 2 6 16 3
43 2 7 17 1
43 2 8 18 1
43 2 9 19 2
43 2 10 20 3
43 3 1 21 1
43 3 2 22 2
43 3 3 23 3
43 3 4 24 2
43 3 5 25 2
43 3 6 26 3
43 3 7 27 3
43 3 8 28 2
43 3 9 29 2
43 3 10 30 1
43 4 1 31 3
43 4 2 32 3
43 4 3 33 2
43 4 4 34 2
43 4 5 35 1
43 4 6 36 2
43 4 7 37 3
43 4 8 38 2
43 4 9 39 1
43 4 10 40 3
43 5 1 41 2
43 5 2 42 3
43 5 3 43 3
43 5 4 44 3
43 5 5 45 2
43 5 6 46 2
43 5 7 47 3
43 5 8 48 4
43 5 9 49 2
43 5 10 50 2
43 6 1 51 3
43 6 2 52 2
43 6 3 53 2
43 6 4 54 1
43 6 5 55 2
43 6 6 56 3
43 6 7 57 2
43 6 8 58 3
43 6 9 59 2
43 6 10 60 3
43 7 1 61 3
43 7 2 62 1
43 7 3 63 2
43 7 4 64 3
43 7 5 65 2
43 7 6 66 1
43 7 7 67 1
43 7 8 68 3
43 7 9 69 4
43 7 10 70 1
44 1 1 1 2
44 1 2 2 1
44 1 3 3 2
44 1 4 4 2
44 1 5 5 2
44 1 6 6 4
44 1 7 7 1
44 1 8 8 2
44 1 9 9 3
44 1 10 10 2
44 2 1 11 2
44 2 2 12 3
44 2 3 13 3
44 2 4 14 2
44 2 5 15 2
44 2 6 16 3
44 2 7 17 1
44 2 8 18 1
44 2 9 19 3
44 2 10 20 3
44 3 1 21 1
44 3 2 22 3
44 3 3 23 1
44 3 4 24 2
44 3 5 25 2
44 3 6 26 1
44 3 7 27 3
44 3 8 28 3
44 3 9 29 2
44 3 10 30 3
44 4 1 31 2
44 4 2 32 3
44 4 3 33 3
44 4 4 34 1
44 4 5 35 1
44 4 6 36 4
44 4 7 37 2
44 4 8 38 2
44 4 9 39 1
44 4 10 40 3
44 5 1 41 3
44 5 2 42 3
44 5 3 43 1
44 5 4 44 1
44 5 5 45 2
44 5 6 46 3
44 5 7 47 2
44 5 8 48 1
44 5 9 49 2
44 5 10 50 1
44 6 1 51 4
44 6 2 52 1
44 6 3 53 2
44 6 4 54 1
44 6 5 55 2
44 6 6 56 3
44 6 7 57 3
44 6 8 58 1
44 6 9 59 1
44 6 10 60 2
44 7 1 61 2
44 7 2 62 3
44 7 3 63 2
44 7 4 64 1
44 7 5 65 2
44 7 6 66 1
44 7 7 67 3
44 7 8 68 2
44 7 9 69 2
44 7 10 70 3
45 1 1 1 4
45 1 2 2 2
45 1 3 3 3
45 1 4 4 3
45 1 5 5 2
45 1 6 6 2
45 1 7 7 3
45 1 8 8 1
45 1 9 9 2
45 1 10 10 2
45 2 1 11 2
45 2 2 12 1
45 2 3 13 2
45 2 4 14 3
45 2 5 15 2
45 2 6 16 2
45 2 7 17 2
45 2 8 18 2
45 2 9 19 3
45 2 10 20 3
45 3 1 21 4
45 3 2 22 1
45 3 3 23 3
45 3 4 24 2
45 3 5 25 3
45 3 6 26 2
45 3 7 27 3
45 3 8 28 2
45 3 9 29 3
45 3 10 30 2
45 4 1 31 2
45 4 2 32 1
45 4 3 33 3
45 4 4 34 3
45 4 5 35 3
45 4 6 36 3
45 4 7 37 1
45 4 8 38 2
45 4 9 39 2
45 4 10 40 3
45 5 1 41 2
45 5 2 42 2
45 5 3 43 4
45 5 4 44 3
45 5 5 45 1
45 5 6 46 2
45 5 7 47 2
45 5 8 48 4
45 5 9 49 2
45 5 10 50 3
45 6 1 51 2
45 6 2 52 2
45 6 3 53 3
45 6 4 54 2
45 6 5 55 3
45 6 6 56 3
45 6 7 57 1
45 6 8 58 2
45 6 9 59 2
45 6 10 60 2
45 7 1 61 3
45 7 2 62 3
45 7 3 63 1
45 7 4 64 2
45 7 5 65 1
45 7 6 66 2
45 7 7 67 2
45 7 8 68 2
45 7 9 69 2
45 7 10 70 1
46 1 1 1 1
46 1 2 2 2
46 1 3 3 2
46 1 4 4 1
46 1 5 5 2
46 1 6 6 1
46 1 7 7 1
46 1 8 8 2
46 1 9 9 1
46 1 10 10 1
46 2 1 11 2
46 2 2 12 2
46 2 3 13 3
46 2 4 14 2
46 2 5 15 1
46 2 6 16 2
46 2 7 17 2
46 2 8 18 1
46 2 9 19 2
46 2 10 20 4
46 3 1 21 2
46 3 2 22 2
46 3 3 23 2
46 3 4 24 3
46 3 5 25 2
46 3 6 26 2
46 3 7 27 2
46 3 8 28 2
46 3 9 29 2
46 3 10 30 2
46 4 1 31 2
46 4 2 32 2
46 4 3 33 2
46 4 4 34 2
46 4 5 35 2
46 4 6 36 2
46 4 7 37 2
46 4 8 38 1
46 4 9 39 1
46 4 10 40 3
46 5 1 41 1
46 5 2 42 2
46 5 3 43 1
46 5 4 44 2
46 5 5 45 2
46 5 6 46 1
46 5 7 47 2
46 5 8 48 2
46 5 9 49 2
46 5 10 50 2
46 6 1 51 2
46 6 2 52 1
46 6 3 53 1
46 6 4 54 2
46 6 5 55 1
46 6 6 56 2
46 6 7 57 1
46 6 8 58 1
46 6 9 59 2
46 6 10 60 3
46 7 1 61 2
46 7 2 62 1
46 7 3 63 2
46 7 4 64 3
46 7 5 65 2
46 7 6 66 2
46 7 7 67 3
46 7 8 68 2
46 7 9 69 3
46 7 10 70 1
47 1 1 1 3
47 1 2 2 2
47 1 3 3 2
47 1 4 4 3
47 1 5 5 3
47 1 6 6 2
47 1 7 7 2
47 1 8 8 2
47 1 9 9 2
47 1 10 10 2
47 2 1 11 3
47 2 2 12 2
47 2 3 13 3
47 2 4 14 3
47 2 5 15 2
47 2 6 16 3
47 2 7 17 2
47 2 8 18 2
47 2 9 19 2
47 2 10 20 2
47 3 1 21 3
47 3 2 22 2
47 3 3 23 3
47 3 4 24 1
47 3 5 25 1
47 3 6 26 2
47 3 7 27 2
47 3 8 28 3
47 3 9 29 2
47 3 10 30 2
47 4 1 31 3
47 4 2 32 3
47 4 3 33 3
47 4 4 34 3
47 4 5 35 3
47 4 6 36 1
47 4 7 37 2
47 4 8 38 1
47 4 9 39 2
47 4 10 40 3
47 5 1 41 2
47 5 2 42 3
47 5 3 43 3
47 5 4 44 3
47 5 5 45 2
47 5 6 46 2
47 5 7 47 2
47 5 8 48 2
47 5 9 49 3
47 5 10 50 2
47 6 1 51 2
47 6 2 52 2
47 6 3 53 3
47 6 4 54 2
47 6 5 55 3
47 6 6 56 1
47 6 7 57 3
47 6 8 58 2
47 6 9 59 1
47 6 10 60 0
47 7 1 61 2
47 7 2 62 3
47 7 3 63 3
47 7 4 64 2
47 7 5 65 3
47 7 6 66 3
47 7 7 67 2
47 7 8 68 3
47 7 9 69 3
47 7 10 70 2
48 1 1 1 3
48 1 2 2 3
48 1 3 3 3
48 1 4 4 3
48 1 5 5 3
48 1 6 6 3
48 1 7 7 3
48 1 8 8 3
48 1 9 9 2
48 1 10 10 3
48 2 1 11 3
48 2 2 12 5
48 2 3 13 2
48 2 4 14 1
48 2 5 15 4
48 2 6 16 2
48 2 7 17 3
48 2 8 18 3
48 2 9 19 4
48 2 10 20 2
48 3 1 21 2
48 3 2 22 3
48 3 3 23 2
48 3 4 24 2
48 3 5 25 3
48 3 6 26 3
48 3 7 27 4
48 3 8 28 3
48 3 9 29 2
48 3 10 30 2
48 4 1 31 4
48 4 2 32 2
48 4 3 33 3
48 4 4 34 3
48 4 5 35 2
48 4 6 36 4
48 4 7 37 2
48 4 8 38 3
48 4 9 39 3
48 4 10 40 4
48 5 1 41 3
48 5 2 42 4
48 5 3 43 2
48 5 4 44 2
48 5 5 45 3
48 5 6 46 2
48 5 7 47 2
48 5 8 48 3
48 5 9 49 3
48 5 10 50 3
48 6 1 51 4
48 6 2 52 4
48 6 3 53 3
48 6 4 54 3
48 6 5 55 3
48 6 6 56 4
48 6 7 57 3
48 6 8 58 4
48 6 9 59 2
48 6 10 60 3
48 7 1 61 2
48 7 2 62 3
48 7 3 63 2
48 7 4 64 3
48 7 5 65 3
48 7 6 66 4
48 7 7 67 3
48 7 8 68 3
48 7 9 69 2
48 7 10 70 4
49 1 1 1 3
49 1 2 2 2
49 1 3 3 3
49 1 4 4 2
49 1 5 5 1
49 1 6 6 2
49 1 7 7 2
49 1 8 8 1
49 1 9 9 1
49 1 10 10 2
49 2 1 11 2
49 2 2 12 0
49 2 3 13 1
49 2 4 14 2
49 2 5 15 3
49 2 6 16 2
49 2 7 17 3
49 2 8 18 2
49 2 9 19 2
49 2 10 20 3
49 3 1 21 2
49 3 2 22 2
49 3 3 23 2
49 3 4 24 2
49 3 5 25 2
49 3 6 26 1
49 3 7 27 2
49 3 8 28 2
49 3 9 29 2
49 3 10 30 3
49 4 1 31 2
49 4 2 32 2
49 4 3 33 3
49 4 4 34 4
49 4 5 35 2
49 4 6 36 3
49 4 7 37 2
49 4 8 38 2
49 4 9 39 1
49 4 10 40 1
49 5 1 41 2
49 5 2 42 1
49 5 3 43 1
49 5 4 44 2
49 5 5 45 3
49 5 6 46 1
49 5 7 47 2
49 5 8 48 2
49 5 9 49 3
49 5 10 50 2
49 6 1 51 2
49 6 2 52 2
49 6 3 53 3
49 6 4 54 3
49 6 5 55 2
49 6 6 56 5
49 6 7 57 2
49 6 8 58 4
49 6 9 59 2
49 6 10 60 1
49 7 1 61 1
49 7 2 62 2
49 7 3 63 3
49 7 4 64 3
49 7 5 65 2
49 7 6 66 2
49 7 7 67 2
49 7 8 68 2
49 7 9 69 2
49 7 10 70 2
50 1 1 1 1
50 1 2 2 1
50 1 3 3 2
50 1 4 4 2
50 1 5 5 3
50 1 6 6 0
50 1 7 7 2
50 1 8 8 1
50 1 9 9 1
50 1 10 10 0
50 2 1 11 1
50 2 2 12 1
50 2 3 13 1
50 2 4 14 0
50 2 5 15 4
50 2 6 16 1
50 2 7 17 1
50 2 8 18 0
50 2 9 19 1
50 2 10 20 3
50 3 1 21 1
50 3 2 22 2
50 3 3 23 1
50 3 4 24 3
50 3 5 25 2
50 3 6 26 1
50 3 7 27 2
50 3 8 28 1
50 3 9 29 2
50 3 10 30 1
50 4 1 31 2
50 4 2 32 3
50 4 3 33 2
50 4 4 34 2
50 4 5 35 2
50 4 6 36 2
50 4 7 37 2
50 4 8 38 2
50 4 9 39 2
50 4 10 40 2
50 5 1 41 2
50 5 2 42 3
50 5 3 43 2
50 5 4 44 3
50 5 5 45 2
50 5 6 46 2
50 5 7 47 2
50 5 8 48 1
50 5 9 49 3
50 5 10 50 1
50 6 1 51 3
50 6 2 52 1
50 6 3 53 1
50 6 4 54 2
50 6 5 55 2
50 6 6 56 1
50 6 7 57 3
50 6 8 58 0
50 6 9 59 1
50 6 10 60 1
50 7 1 61 1
50 7 2 62 2
50 7 3 63 1
50 7 4 64 1
50 7 5 65 1
50 7 6 66 2
50 7 7 67 1
50 7 8 68 0
50 7 9 69 1
50 7 10 70 0
51 1 1 1 3
51 1 2 2 4
51 1 3 3 2
51 1 4 4 2
51 1 5 5 2
51 1 6 6 3
51 1 7 7 3
51 1 8 8 3
51 1 9 9 3
51 1 10 10 3
51 2 1 11 2
51 2 2 12 1
51 2 3 13 2
51 2 4 14 2
51 2 5 15 1
51 2 6 16 1
51 2 7 17 3
51 2 8 18 1
51 2 9 19 2
51 2 10 20 3
51 3 1 21 3
51 3 2 22 3
51 3 3 23 3
51 3 4 24 2
51 3 5 25 1
51 3 6 26 2
51 3 7 27 1
51 3 8 28 2
51 3 9 29 4
51 3 10 30 2
51 4 1 31 2
51 4 2 32 3
51 4 3 33 2
51 4 4 34 2
51 4 5 35 2
51 4 6 36 2
51 4 7 37 2
51 4 8 38 3
51 4 9 39 2
51 4 10 40 2
51 5 1 41 3
51 5 2 42 2
51 5 3 43 3
51 5 4 44 2
51 5 5 45 3
51 5 6 46 3
51 5 7 47 3
51 5 8 48 2
51 5 9 49 3
51 5 10 50 1
51 6 1 51 3
51 6 2 52 2
51 6 3 53 3
51 6 4 54 2
51 6 5 55 3
51 6 6 56 2
51 6 7 57 3
51 6 8 58 2
51 6 9 59 3
51 6 10 60 2
51 7 1 61 3
51 7 2 62 2
51 7 3 63 3
51 7 4 64 2
51 7 5 65 3
51 7 6 66 4
51 7 7 67 3
51 7 8 68 3
51 7 9 69 2
51 7 10 70 3
52 1 1 1 2
52 1 2 2 0
52 1 3 3 2
52 1 4 4 2
52 1 5 5 2
52 1 6 6 1
52 1 7 7 2
52 1 8 8 3
52 1 9 9 3
52 1 10 10 2
52 2 1 11 2
52 2 2 12 2
52 2 3 13 2
52 2 4 14 3
52 2 5 15 1
52 2 6 16 2
52 2 7 17 1
52 2 8 18 1
52 2 9 19 3
52 2 10 20 2
52 3 1 21 2
52 3 2 22 3
52 3 3 23 2
52 3 4 24 1
52 3 5 25 2
52 3 6 26 1
52 3 7 27 2
52 3 8 28 2
52 3 9 29 1
52 3 10 30 2
52 4 1 31 1
52 4 2 32 3
52 4 3 33 2
52 4 4 34 1
52 4 5 35 2
52 4 6 36 2
52 4 7 37 2
52 4 8 38 2
52 4 9 39 2
52 4 10 40 2
52 5 1 41 2
52 5 2 42 3
52 5 3 43 0
52 5 4 44 2
52 5 5 45 2
52 5 6 46 1
52 5 7 47 3
52 5 8 48 1
52 5 9 49 2
52 5 10 50 3
52 6 1 51 2
52 6 2 52 2
52 6 3 53 0
52 6 4 54 1
52 6 5 55 2
52 6 6 56 1
52 6 7 57 1
52 6 8 58 3
52 6 9 59 2
52 6 10 60 2
52 7 1 61 2
52 7 2 62 1
52 7 3 63 1
52 7 4 64 2
52 7 5 65 2
52 7 6 66 1
52 7 7 67 1
52 7 8 68 3
52 7 9 69 2
52 7 10 70 2
53 1 1 1 3
53 1 2 2 3
53 1 3 3 2
53 1 4 4 3
53 1 5 5 2
53 1 6 6 2
53 1 7 7 3
53 1 8 8 3
53 1 9 9 3
53 1 10 10 3
53 2 1 11 2
53 2 2 12 2
53 2 3 13 2
53 2 4 14 3
53 2 5 15 2
53 2 6 16 3
53 2 7 17 4
53 2 8 18 2
53 2 9 19 3
53 2 10 20 2
53 3 1 21 3
53 3 2 22 3
53 3 3 23 2
53 3 4 24 3
53 3 5 25 3
53 3 6 26 2
53 3 7 27 3
53 3 8 28 4
53 3 9 29 2
53 3 10 30 3
53 4 1 31 4
53 4 2 32 2
53 4 3 33 4
53 4 4 34 2
53 4 5 35 2
53 4 6 36 3
53 4 7 37 4
53 4 8 38 5
53 4 9 39 3
53 4 10 40 3
53 5 1 41 2
53 5 2 42 3
53 5 3 43 1
53 5 4 44 2
53 5 5 45 4
53 5 6 46 2
53 5 7 47 3
53 5 8 48 3
53 5 9 49 3
53 5 10 50 3
53 6 1 51 2
53 6 2 52 3
53 6 3 53 3
53 6 4 54 3
53 6 5 55 3
53 6 6 56 3
53 6 7 57 4
53 6 8 58 4
53 6 9 59 2
53 6 10 60 3
53 7 1 61 2
53 7 2 62 2
53 7 3 63 3
53 7 4 64 3
53 7 5 65 3
53 7 6 66 2
53 7 7 67 3
53 7 8 68 3
53 7 9 69 2
53 7 10 70 3
54 1 1 1 1
54 1 2 2 3
54 1 3 3 2
54 1 4 4 3
54 1 5 5 3
54 1 6 6 2
54 1 7 7 3
54 1 8 8 2
54 1 9 9 1
54 1 10 10 2
54 2 1 11 2
54 2 2 12 2
54 2 3 13 2
54 2 4 14 3
54 2 5 15 2
54 2 6 16 3
54 2 7 17 2
54 2 8 18 2
54 2 9 19 2
54 2 10 20 2
54 3 1 21 1
54 3 2 22 2
54 3 3 23 3
54 3 4 24 2
54 3 5 25 3
54 3 6 26 1
54 3 7 27 2
54 3 8 28 2
54 3 9 29 3
54 3 10 30 2
54 4 1 31 3
54 4 2 32 3
54 4 3 33 0
54 4 4 34 1
54 4 5 35 1
54 4 6 36 1
54 4 7 37 2
54 4 8 38 2
54 4 9 39 1
54 4 10 40 2
54 5 1 41 2
54 5 2 42 3
54 5 3 43 2
54 5 4 44 2
54 5 5 45 2
54 5 6 46 2
54 5 7 47 3
54 5 8 48 2
54 5 9 49 2
54 5 10 50 2
54 6 1 51 1
54 6 2 52 2
54 6 3 53 1
54 6 4 54 2
54 6 5 55 1
54 6 6 56 2
54 6 7 57 3
54 6 8 58 2
54 6 9 59 2
54 6 10 60 3
54 7 1 61 2
54 7 2 62 2
54 7 3 63 3
54 7 4 64 1
54 7 5 65 2
54 7 6 66 2
54 7 7 67 1
54 7 8 68 2
54 7 9 69 2
54 7 10 70 4
55 1 1 1 0
55 1 2 2 2
55 1 3 3 1
55 1 4 4 1
55 1 5 5 1
55 1 6 6 2
55 1 7 7 3
55 1 8 8 2
55 1 9 9 1
55 1 10 10 3
55 2 1 11 1
55 2 2 12 1
55 2 3 13 1
55 2 4 14 1
55 2 5 15 1
55 2 6 16 1
55 2 7 17 2
55 2 8 18 2
55 2 9 19 1
55 2 10 20 2
55 3 1 21 1
55 3 2 22 2
55 3 3 23 2
55 3 4 24 2
55 3 5 25 1
55 3 6 26 1
55 3 7 27 1
55 3 8 28 2
55 3 9 29 2
55 3 10 30 3
55 4 1 31 2
55 4 2 32 1
55 4 3 33 3
55 4 4 34 1
55 4 5 35 2
55 4 6 36 2
55 4 7 37 1
55 4 8 38 1
55 4 9 39 2
55 4 10 40 3
55 5 1 41 1
55 5 2 42 1
55 5 3 43 1
55 5 4 44 3
55 5 5 45 1
55 5 6 46 1
55 5 7 47 1
55 5 8 48 1
55 5 9 49 1
55 5 10 50 2
55 6 1 51 2
55 6 2 52 2
55 6 3 53 1
55 6 4 54 2
55 6 5 55 0
55 6 6 56 3
55 6 7 57 2
55 6 8 58 2
55 6 9 59 2
55 6 10 60 1
55 7 1 61 1
55 7 2 62 2
55 7 3 63 1
55 7 4 64 2
55 7 5 65 2
55 7 6 66 2
55 7 7 67 1
55 7 8 68 3
55 7 9 69 1
55 7 10 70 1
56 1 1 1 2
56 1 2 2 3
56 1 3 3 2
56 1 4 4 2
56 1 5 5 2
56 1 6 6 2
56 1 7 7 2
56 1 8 8 3
56 1 9 9 3
56 1 10 10 2
56 2 1 11 2
56 2 2 12 2
56 2 3 13 2
56 2 4 14 2
56 2 5 15 2
56 2 6 16 1
56 2 7 17 1
56 2 8 18 2
56 2 9 19 0
56 2 10 20 2
56 3 1 21 3
56 3 2 22 2
56 3 3 23 3
56 3 4 24 2
56 3 5 25 2
56 3 6 26 2
56 3 7 27 2
56 3 8 28 1
56 3 9 29 2
56 3 10 30 2
56 4 1 31 1
56 4 2 32 2
56 4 3 33 1
56 4 4 34 1
56 4 5 35 2
56 4 6 36 1
56 4 7 37 2
56 4 8 38 1
56 4 9 39 2
56 4 10 40 1
56 5 1 41 1
56 5 2 42 1
56 5 3 43 2
56 5 4 44 3
56 5 5 45 1
56 5 6 46 0
56 5 7 47 1
56 5 8 48 1
56 5 9 49 3
56 5 10 50 2
56 6 1 51 3
56 6 2 52 2
56 6 3 53 1
56 6 4 54 2
56 6 5 55 1
56 6 6 56 2
56 6 7 57 2
56 6 8 58 2
56 6 9 59 2
56 6 10 60 3
56 7 1 61 3
56 7 2 62 1
56 7 3 63 2
56 7 4 64 3
56 7 5 65 3
56 7 6 66 1
56 7 7 67 3
56 7 8 68 1
56 7 9 69 2
56 7 10 70 2
57 1 1 1 0
57 1 2 2 2
57 1 3 3 0
57 1 4 4 0
57 1 5 5 2
57 1 6 6 2
57 1 7 7 2
57 1 8 8 2
57 1 9 9 1
57 1 10 10 1
57 2 1 11 3
57 2 2 12 3
57 2 3 13 3
57 2 4 14 2
57 2 5 15 2
57 2 6 16 3
57 2 7 17 0
57 2 8 18 3
57 2 9 19 2
57 2 10 20 1
57 3 1 21 2
57 3 2 22 1
57 3 3 23 2
57 3 4 24 2
57 3 5 25 2
57 3 6 26 0
57 3 7 27 2
57 3 8 28 1
57 3 9 29 1
57 3 10 30 1
57 4 1 31 1
57 4 2 32 1
57 4 3 33 3
57 4 4 34 2
57 4 5 35 2
57 4 6 36 3
57 4 7 37 3
57 4 8 38 3
57 4 9 39 1
57 4 10 40 3
57 5 1 41 2
57 5 2 42 2
57 5 3 43 2
57 5 4 44 2
57 5 5 45 2
57 5 6 46 2
57 5 7 47 2
57 5 8 48 1
57 5 9 49 2
57 5 10 50 1
57 6 1 51 2
57 6 2 52 2
57 6 3 53 2
57 6 4 54 2
57 6 5 55 1
57 6 6 56 2
57 6 7 57 3
57 6 8 58 3
57 6 9 59 3
57 6 10 60 1
57 7 1 61 1
57 7 2 62 2
57 7 3 63 0
57 7 4 64 2
57 7 5 65 1
57 7 6 66 2
57 7 7 67 1
57 7 8 68 0
57 7 9 69 2
57 7 10 70 1
58 1 1 1 3
58 1 2 2 1
58 1 3 3 2
58 1 4 4 2
58 1 5 5 3
58 1 6 6 2
58 1 7 7 3
58 1 8 8 2
58 1 9 9 2
58 1 10 10 3
58 2 1 11 2
58 2 2 12 3
58 2 3 13 3
58 2 4 14 3
58 2 5 15 0
58 2 6 16 2
58 2 7 17 1
58 2 8 18 3
58 2 9 19 3
58 2 10 20 2
58 3 1 21 2
58 3 2 22 1
58 3 3 23 3
58 3 4 24 3
58 3 5 25 1
58 3 6 26 1
58 3 7 27 3
58 3 8 28 3
58 3 9 29 3
58 3 10 30 3
58 4 1 31 2
58 4 2 32 3
58 4 3 33 2
58 4 4 34 4
58 4 5 35 2
58 4 6 36 0
58 4 7 37 3
58 4 8 38 1
58 4 9 39 3
58 4 10 40 1
58 5 1 41 2
58 5 2 42 3
58 5 3 43 2
58 5 4 44 1
58 5 5 45 1
58 5 6 46 2
58 5 7 47 3
58 5 8 48 2
58 5 9 49 3
58 5 10 50 2
58 6 1 51 2
58 6 2 52 3
58 6 3 53 1
58 6 4 54 3
58 6 5 55 3
58 6 6 56 2
58 6 7 57 3
58 6 8 58 2
58 6 9 59 2
58 6 10 60 2
58 7 1 61 2
58 7 2 62 3
58 7 3 63 3
58 7 4 64 2
58 7 5 65 1
58 7 6 66 2
58 7 7 67 1
58 7 8 68 2
58 7 9 69 4
58 7 10 70 1
59 1 1 1 2
59 1 2 2 2
59 1 3 3 2
59 1 4 4 2
59 1 5 5 2
59 1 6 6 2
59 1 7 7 3
59 1 8 8 3
59 1 9 9 3
59 1 10 10 1
59 2 1 11 2
59 2 2 12 3
59 2 3 13 3
59 2 4 14 2
59 2 5 15 2
59 2 6 16 2
59 2 7 17 2
59 2 8 18 2
59 2 9 19 3
59 2 10 20 4
59 3 1 21 3
59 3 2 22 3
59 3 3 23 2
59 3 4 24 3
59 3 5 25 2
59 3 6 26 3
59 3 7 27 3
59 3 8 28 1
59 3 9 29 4
59 3 10 30 1
59 4 1 31 1
59 4 2 32 3
59 4 3 33 3
59 4 4 34 3
59 4 5 35 3
59 4 6 36 2
59 4 7 37 3
59 4 8 38 4
59 4 9 39 2
59 4 10 40 3
59 5 1 41 2
59 5 2 42 3
59 5 3 43 3
59 5 4 44 3
59 5 5 45 4
59 5 6 46 2
59 5 7 47 4
59 5 8 48 2
59 5 9 49 2
59 5 10 50 2
59 6 1 51 3
59 6 2 52 3
59 6 3 53 3
59 6 4 54 3
59 6 5 55 2
59 6 6 56 2
59 6 7 57 3
59 6 8 58 3
59 6 9 59 3
59 6 10 60 3
59 7 1 61 3
59 7 2 62 3
59 7 3 63 2
59 7 4 64 2
59 7 5 65 3
59 7 6 66 2
59 7 7 67 2
59 7 8 68 2
59 7 9 69 1
59 7 10 70 3
60 1 1 1 3
60 1 2 2 3
60 1 3 3 4
60 1 4 4 3
60 1 5 5 3
60 1 6 6 3
60 1 7 7 3
60 1 8 8 3
60 1 9 9 3
60 1 10 10 3
60 2 1 11 2
60 2 2 12 2
60 2 3 13 3
60 2 4 14 3
60 2 5 15 2
60 2 6 16 2
60 2 7 17 3
60 2 8 18 2
60 2 9 19 2
60 2 10 20 1
60 3 1 21 3
60 3 2 22 3
60 3 3 23 2
60 3 4 24 2
60 3 5 25 3
60 3 6 26 2
60 3 7 27 4
60 3 8 28 2
60 3 9 29 1
60 3 10 30 3
60 4 1 31 3
60 4 2 32 3
60 4 3 33 3
60 4 4 34 3
60 4 5 35 2
60 4 6 36 3
60 4 7 37 2
60 4 8 38 2
60 4 9 39 3
60 4 10 40 3
60 5 1 41 2
60 5 2 42 1
60 5 3 43 2
60 5 4 44 1
60 5 5 45 3
60 5 6 46 3
60 5 7 47 4
60 5 8 48 2
60 5 9 49 2
60 5 10 50 2
60 6 1 51 3
60 6 2 52 2
60 6 3 53 3
60 6 4 54 2
60 6 5 55 3
60 6 6 56 2
60 6 7 57 3
60 6 8 58 3
60 6 9 59 2
60 6 10 60 2
60 7 1 61 2
60 7 2 62 3
